"sitecode","feature_code","rozloha_ha","rozloha_procent","stav_text","source_file","poznamka","stav_cis"
"CZ0210714",91,19.9394,28.63,"Cílem je zachovat rozlohu stanovištì na úrovni v dobì vyhlášení a zlepšit stav stanovištì oproti úrovni pøi
vyhlášení, tj. vhodnım managementem dosáhnout porostù s vìkovì i druhovì heterogenní skladbou
døevinného patra a bohatım bylinnım a keøovım patrem. Ve stromovém patøe by mìly bıt pøítomny
pøedevším dub letní, jilm vaz, j. habrolistı, jasan ztepilı, lípa srdèitá, a na sušších místech i habr obecnı.
Neádoucí je naopak pøítomnost borovice lesní, smrku ztepilého, dubu èerveného, trnovníku akátu a dalších
stanovištnì nevhodnıch døevin. Bylinné patro by mìlo bıt druhovì bohaté a pestré. Mìly by se v nìm i
nadále vyskytovat typické a diagnostické druhy jako èesnek medvìdí, plicník tmavı, popenec obecnı,
netıkavka nedùtklivá, sasanka pryskyøníkovitá, ptaèinec velkokvìtı, dymnivka bobovitá èi luucha lesklá.

Vysoce ádoucí je hojnost stojícího i leícího mrtvého døeva. V souèasné dobì se v EVL vyskytují jak
porosty dosahující cílového stavu, tak porosty ménì reprezentativní a ménì zachovalé - druhovì, vìkovì a
prostorovì zjednodušené struktury, místy s døevinami stanovištnì a geograficky nepùvodními.


* oznaèuje prioritní stanovištì","SDO_5350_2019_0000.pdf","Cílem je zachovat rozlohu stanovištì na úrovni v dobì vyhlášení a zlepšit stav stanovištì oproti úrovni pøivyhlášení, tj. vhodnım managementem dosáhnout porostù s vìkovì i druhovì heterogenní skladboudøevinného patra a bohatım bylinnım a keøovım patrem. Ve stromovém patøe by mìly bıt pøítomnypøedevším dub letní, jilm vaz, j. habrolistı, jasan ztepilı, lípa srdèitá, a na sušších místech i habr obecnı.Neádoucí je naopak pøítomnost borovice lesní, smrku ztepilého, dubu èerveného, trnovníku akátu a dalšíchstanovištnì nevhodnıch døevin. Bylinné patro by mìlo bıt druhovì bohaté a pestré. Mìly by se v nìm inadále vyskytovat typické a diagnostické druhy jako èesnek medvìdí, plicník tmavı, popenec obecnı,netıkavka nedùtklivá, sasanka pryskyøníkovitá, ptaèinec velkokvìtı, dymnivka bobovitá èi luucha lesklá.Vysoce ádoucí je hojnost stojícího i leícího mrtvého døeva. V souèasné dobì se v EVL vyskytují jakporosty dosahující cílového stavu, tak porosty ménì reprezentativní a ménì zachovalé - druhovì, vìkovì aprostorovì zjednodušené struktury, místy s døevinami stanovištnì a geograficky nepùvodními.* oznaèuje prioritní stanovištì",NA
"CZ0214043",6410,2.4449,21.83,"zachování rozlohy odpovídající dobì vyhlášení, zlepšení struktury porostù","SDO_5357_2019_0000.pdf","zachování rozlohy odpovídající dobì vyhlášení, zlepšení struktury porostù",NA
"CZ0214043",7230,0.2599,2.32,"zachování rozlohy odpovídající dobì vyhlášení, zlepšení struktury porostù","SDO_5357_2019_0000.pdf","zachování rozlohy odpovídající dobì vyhlášení, zlepšení struktury porostù",NA
"CZ0214041",6410,50.6751,27.12,"Zachovat stávající stav, pøedevším vysokou druhovou rozmanitost, udrením stávajícího zpùsobu hospodaøení.","SDO_5358_2018_0000.pdf","Zachovat stávající stav, pøedevším vysokou druhovou rozmanitost, udrením stávajícího zpùsobu hospodaøení.",NA
"CZ0214041",6430,5.8749,3.14,"Blokovat sukcesi ve stávajícím stádiu – zabránit ochuzování druhové skladby a zarùstání bezlesí. Pro tento úèel
zavést extenzivní obhospodaøování.","SDO_5358_2018_0000.pdf","Blokovat sukcesi ve stávajícím stádiu – zabránit ochuzování druhové skladby a zarùstání bezlesí. Pro tento úèelzavést extenzivní obhospodaøování.",NA
"CZ0214041",6510,16.9687,9.08,"Vhodnım zpùsobem obhospodaøování udret nebo omezením vıraznıch dominant zlepšit stávající stav.","SDO_5358_2018_0000.pdf","Vhodnım zpùsobem obhospodaøování udret nebo omezením vıraznıch dominant zlepšit stávající stav.",NA
"CZ0214041",91,18.4154,9.86,"Na lesních pozemcích zachovat pomocí šetrnım lesnického hospodaøení pøirozenou skladbu døevin a druhovì
bohatı podrost. Na nelesních pozemcích umonit vıvoj k pøirozené struktuøe porostù.","SDO_5358_2018_0000.pdf","Na lesních pozemcích zachovat pomocí šetrnım lesnického hospodaøení pøirozenou skladbu døevin a druhovìbohatı podrost. Na nelesních pozemcích umonit vıvoj k pøirozené struktuøe porostù.",NA
"CZ0214042",3150,1.8208,0.22,"zachování stavu a rozlohy odpovídající dobì vyhlášení","SDO_5360_2020_0000.pdf","zachování stavu a rozlohy odpovídající dobì vyhlášení",NA
"CZ0214042",4030,5.0422,0.61,"zachování rozlohy a stavu odpovídající dobì vyhlášení","SDO_5360_2020_0000.pdf","zachování rozlohy a stavu odpovídající dobì vyhlášení",NA
"CZ0214042",6230,48.9443,5.9,"zachování rozlohy a stavu odpovídající dobì vyhlášení","SDO_5360_2020_0000.pdf","zachování rozlohy a stavu odpovídající dobì vyhlášení",NA
"CZ0214042",6410,82.2888,9.92,"zachování rozlohy odpovídající dobì vyhlášení, zlepšení struktury porostù","SDO_5360_2020_0000.pdf","zachování rozlohy odpovídající dobì vyhlášení, zlepšení struktury porostù",NA
"CZ0214042",6430,8.4672,1.02,"zachování rozlohy a stavu odpovídající dobì vyhlášení","SDO_5360_2020_0000.pdf","zachování rozlohy a stavu odpovídající dobì vyhlášení",NA
"CZ0214042",6510,34.9678,4.21,"zachování rozlohy odpovídající dobì vyhlášení, zlepšení struktury nìkterıch porostù","SDO_5360_2020_0000.pdf","zachování rozlohy odpovídající dobì vyhlášení, zlepšení struktury nìkterıch porostù",NA
"CZ0214042",7140,13.8517,1.67,"zachování rozlohy odpovídající dobì vyhlášení, zásadní zlepšení struktury vìtšiny porostù","SDO_5360_2020_0000.pdf","zachování rozlohy odpovídající dobì vyhlášení, zásadní zlepšení struktury vìtšiny porostù",NA
"CZ0214042",8220,1.2298,0.15,"zachování rozlohy i stavu odpovídající dobì vyhlášení","SDO_5360_2020_0000.pdf","zachování rozlohy i stavu odpovídající dobì vyhlášení",NA
"CZ0214042",91,12.5624,1.51,"zachování rozlohy odpovídající dobì vyhlášení; zlepšení stavu oproti dobì vyhlášení","SDO_5360_2020_0000.pdf","zachování rozlohy odpovídající dobì vyhlášení; zlepšení stavu oproti dobì vyhlášení",NA
"CZ0214042",9110,36.6563,4.42,"zachování rozlohy i stavu odpovídající dobì vyhlášení","SDO_5360_2020_0000.pdf","zachování rozlohy i stavu odpovídající dobì vyhlášení",NA
"CZ0214042",9130,30.0197,3.62,"zachování stavu i rozlohy odpovídající dobì vyhlášení","SDO_5360_2020_0000.pdf","zachování stavu i rozlohy odpovídající dobì vyhlášení",NA
"CZ0214042",9410,102.5705,12.36,"zachování rozlohy odpovídající dobì vyhlášení; zlepšení stavu a struktury nìkterıch porostù
* oznaèuje prioritní stanovištì","SDO_5360_2020_0000.pdf","zachování rozlohy odpovídající dobì vyhlášení; zlepšení stavu a struktury nìkterıch porostù* oznaèuje prioritní stanovištì",NA
"CZ0214045",3150,2.6386,4.21,"Zachování souèasného stavu biotopu na Horní Kracli. Zachování èi zlepšení souèasného stavu biotopu v
rybníèku U Romberka.","sdo_5369_2016_0000.pdf","Zachování souèasného stavu biotopu na Horní Kracli. Zachování èi zlepšení souèasného stavu biotopu vrybníèku U Romberka.",NA
"CZ0214045",7140,0.8021,1.28,"Zachování stavu jako pøi vyhlášení èi jeho zlepšení vycházející z eliminace funkce odvodòovací soustavy a
udrování bezlesí.","sdo_5369_2016_0000.pdf","Zachování stavu jako pøi vyhlášení èi jeho zlepšení vycházející z eliminace funkce odvodòovací soustavy audrování bezlesí.",NA
"CZ0214045",91,21.5467,34.39,"Zachování souèasného stavu listnatıch porostù. Zlepšení stavu lokalit degradovanıch vısadbou jehliènanù
postupnou pøemìnou na stanovištnì odpovídající porosty. Eliminace funkce odvodòovací soustavy.
* oznaèuje prioritní stanovištì","sdo_5369_2016_0000.pdf","Zachování souèasného stavu listnatıch porostù. Zlepšení stavu lokalit degradovanıch vısadbou jehliènanùpostupnou pøemìnou na stanovištnì odpovídající porosty. Eliminace funkce odvodòovací soustavy.* oznaèuje prioritní stanovištì",NA
"CZ0210114",2330,4.6831,14.96,"Cílem je udret rozlohu stanovištì na úrovni v dobì vyhlášení a zlepšit stav stanovištì oproti souèasné úrovni,
tzn. vhodnımi opatøeními dosáhnout øídkého mozaikovitého trávníku se zastoupením druhù suchomilnıch trav
- napø. palièkovec šedavı, psineèek obecnı, kostøava drsnolistá a dalšími psamofyty. Bez pøítomnosti
invazních a expanzivních druhù. V souèasné dobì jsou trávníky v EVL degradovány eutrofizací svrchní vrstvy
substrátu, dominancí konkurenènì silnıch druhù trav, jako ovsík vyvıšenı a tøtina køovištní, místy zarùstají
køovinami.","sdo_5371_2022_000.pdf","Cílem je udret rozlohu stanovištì na úrovni v dobì vyhlášení a zlepšit stav stanovištì oproti souèasné úrovni,tzn. vhodnımi opatøeními dosáhnout øídkého mozaikovitého trávníku se zastoupením druhù suchomilnıch trav- napø. palièkovec šedavı, psineèek obecnı, kostøava drsnolistá a dalšími psamofyty. Bez pøítomnostiinvazních a expanzivních druhù. V souèasné dobì jsou trávníky v EVL degradovány eutrofizací svrchní vrstvysubstrátu, dominancí konkurenènì silnıch druhù trav, jako ovsík vyvıšenı a tøtina køovištní, místy zarùstajíkøovinami.",NA
"CZ0210114",4030,2.8034,8.95,"Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tzn. místa s dominujícím vøesem
obecnım a vıskytem dalších suchomilnıch druhù jako napø. psineèek tuhı nebo jestøábník chlupáèek. Bez
pøítomnosti invazních a expanzivních druhù.","sdo_5371_2022_000.pdf","Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tzn. místa s dominujícím vøesemobecnım a vıskytem dalších suchomilnıch druhù jako napø. psineèek tuhı nebo jestøábník chlupáèek. Bezpøítomnosti invazních a expanzivních druhù.",NA
"CZ0210114",6210,17.3168,55.31,"Cílem je udret rozlohu stanovištì na úrovni v dobì vyhlášení a zlepšit stav stanovištì oproti souèasné úrovni,
tzn. vhodnımi opatøeními dosáhnout trávníkù bez nadmìrného zárùstu døevin (pokryvnost max. do 5 %)
s vıskytem psineèku obecného, trávnièky obecné, pavince horského èi jestøábníku chlupáèka. Bez pøítomnosti
invazních a expanzivních druhù. V souèasné dobì jsou trávníky v EVL místy degradovány ovsíkem vyvıšenım
èi tøtinou køovištní a zarùstáním náletovımi døevinami.","sdo_5371_2022_000.pdf","Cílem je udret rozlohu stanovištì na úrovni v dobì vyhlášení a zlepšit stav stanovištì oproti souèasné úrovni,tzn. vhodnımi opatøeními dosáhnout trávníkù bez nadmìrného zárùstu døevin (pokryvnost max. do 5 %)s vıskytem psineèku obecného, trávnièky obecné, pavince horského èi jestøábníku chlupáèka. Bez pøítomnostiinvazních a expanzivních druhù. V souèasné dobì jsou trávníky v EVL místy degradovány ovsíkem vyvıšenımèi tøtinou køovištní a zarùstáním náletovımi døevinami.",NA
"CZ0210114",8210,0.3728,1.19,"Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tzn. zamezit zmìnám v prostøedí
(antropogenní vlivy, zárùst náletovımi døevinami), aby se zachoval vıskyt sleziníku routièky, puchıøníku
køehkého, osladièe obecného, rozchodníku bílého a dalších. Bez pøítomnosti invazních a expanzivních druhù.","sdo_5371_2022_000.pdf","Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tzn. zamezit zmìnám v prostøedí(antropogenní vlivy, zárùst náletovımi døevinami), aby se zachoval vıskyt sleziníku routièky, puchıøníkukøehkého, osladièe obecného, rozchodníku bílého a dalších. Bez pøítomnosti invazních a expanzivních druhù.",NA
"CZ0214046",3130,1.1619,19.83,"Udret stav z doby vyhlášení EVL.","SDO_5373_2018_0000.pdf","Udret stav z doby vyhlášení EVL.",NA
"CZ0214050",3150,6.1441,1.72,"Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tzn. udret v pøítokové èásti
ehuòského rybníka rozsáhlé porosty stulíku lutého, v menších rybnících (Èihadelské, Kopièáckı) a tùních
druhovì pestøejší vegetaci vodních makrofyt s pokryvností alespoò 25% volné vodní hladiny, v ní budou
zastoupeny napøíklad rdest svìtlı, r. trávolistı, lakušník niolistı nebo øeèanka pøímoøská, bez druhù
geograficky nepùvodních a bez pøítomnosti invazních druhù.","SDO_5391_2021_0000.pdf","Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tzn. udret v pøítokové èástiehuòského rybníka rozsáhlé porosty stulíku lutého, v menších rybnících (Èihadelské, Kopièáckı) a tùníchdruhovì pestøejší vegetaci vodních makrofyt s pokryvností alespoò 25% volné vodní hladiny, v ní budouzastoupeny napøíklad rdest svìtlı, r. trávolistı, lakušník niolistı nebo øeèanka pøímoøská, bez druhùgeograficky nepùvodních a bez pøítomnosti invazních druhù.",NA
"CZ0214050",6210,2.9922,0.84,"Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tzn. nezapojené, mírnì mezernaté,
druhovì bohaté porosty bez vırazné dominanty, s vyšším zastoupením váleèky prapoøité, ostøice plstnaté
(Carex tomentosa), ostøice nízké (Carex humilis), øadou typickıch bylin, napøíklad jehlicí trnitou (Ononis
spinosa), omanem hnidákem (Inula conyzae), omanem vrbolistım, smldníkem jelením (Peucedanum
cervaria), èilimníkem èernajícím (Cytisus nigricans), vèetnì vzácnìjších druhù jakımi jsou lnìnka lnolistá
(Thesium linophyllon) bìlozáøka liliovitá, hvìzdnice zlatovlásek nebo modøenec chocholatı (Muscari
comosum), s poèetnou populací vstavaèe nachového, bez pøítomnosti invazních druhù, s minimální prezencí
expanzivních druhù.","SDO_5391_2021_0000.pdf","Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tzn. nezapojené, mírnì mezernaté,druhovì bohaté porosty bez vırazné dominanty, s vyšším zastoupením váleèky prapoøité, ostøice plstnaté(Carex tomentosa), ostøice nízké (Carex humilis), øadou typickıch bylin, napøíklad jehlicí trnitou (Ononisspinosa), omanem hnidákem (Inula conyzae), omanem vrbolistım, smldníkem jelením (Peucedanumcervaria), èilimníkem èernajícím (Cytisus nigricans), vèetnì vzácnìjších druhù jakımi jsou lnìnka lnolistá(Thesium linophyllon) bìlozáøka liliovitá, hvìzdnice zlatovlásek nebo modøenec chocholatı (Muscaricomosum), s poèetnou populací vstavaèe nachového, bez pøítomnosti invazních druhù, s minimální prezencíexpanzivních druhù.",NA
"CZ0214050",6210,37.9712,10.6,"Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tzn. mírnì mezernaté druhovì bohaté
porosty, s dominancí váleèky prapoøité nebo omanu vrbolistého, se zastoupením dalších travin a širokého
spektra typickıch širokolistıch bylin, vèetnì vzácnıch druhù jakımi jsou napøíklad vousatka prstnatá,
hlaváèek jarní, hoøeèek nahoøklı pravı, hvìzdnice zlatovlásek, kozinec dánskı nebo sasanka lesní, bez
pøítomnosti invazních druhù, s minimální prezencí expanzivních druhù.","SDO_5391_2021_0000.pdf","Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tzn. mírnì mezernaté druhovì bohatéporosty, s dominancí váleèky prapoøité nebo omanu vrbolistého, se zastoupením dalších travin a širokéhospektra typickıch širokolistıch bylin, vèetnì vzácnıch druhù jakımi jsou napøíklad vousatka prstnatá,hlaváèek jarní, hoøeèek nahoøklı pravı, hvìzdnice zlatovlásek, kozinec dánskı nebo sasanka lesní, bezpøítomnosti invazních druhù, s minimální prezencí expanzivních druhù.",NA
"CZ0214050",6410,12.1049,3.38,"Cílem je udret rozlohu stanovištì z doby vyhlášení a zlepšit stav stanovištì oproti úrovni v dobì vyhlášení,
tzn. vhodnımi opatøeními dosáhnout potlaèení tøtiny køovištní, rákosu obecného a køovin vrby popelavé (Salix
cinerea) a trnky obecné (Prunus spinosa). Cílovım stavem jsou zapojené nebo mírnì mezernaté, druhovì
bohaté porosty s dominantním bezkolencem modrım a se zastoupením pro stanovištì typickıch bylin,
napøíklad bukvice lékaøské, koromáèe olešníkového (Silaum silaus), ledence pøímoøského (Tetragonolobus
maritimus) nebo èertkusu luèního (Succisa pratensis), vèetnì druhù vzácnıch jakımi jsou hoøec hoøepník,
violka nízká, violka vyvıšená, prstnatec pleovı, prstnatec májovı, hadí mord nízkı, pìchava slatinná nebo
hoøeèek nahoøklı pravı, bez pøítomnosti invazních druhù, s minimální prezencí expanzivních druhù.
Stanovištì je momentálnì degradováno expanzivními druhy rostlin a zarùstáním køovinami.","SDO_5391_2021_0000.pdf","Cílem je udret rozlohu stanovištì z doby vyhlášení a zlepšit stav stanovištì oproti úrovni v dobì vyhlášení,tzn. vhodnımi opatøeními dosáhnout potlaèení tøtiny køovištní, rákosu obecného a køovin vrby popelavé (Salixcinerea) a trnky obecné (Prunus spinosa). Cílovım stavem jsou zapojené nebo mírnì mezernaté, druhovìbohaté porosty s dominantním bezkolencem modrım a se zastoupením pro stanovištì typickıch bylin,napøíklad bukvice lékaøské, koromáèe olešníkového (Silaum silaus), ledence pøímoøského (Tetragonolobusmaritimus) nebo èertkusu luèního (Succisa pratensis), vèetnì druhù vzácnıch jakımi jsou hoøec hoøepník,violka nízká, violka vyvıšená, prstnatec pleovı, prstnatec májovı, hadí mord nízkı, pìchava slatinná nebohoøeèek nahoøklı pravı, bez pøítomnosti invazních druhù, s minimální prezencí expanzivních druhù.Stanovištì je momentálnì degradováno expanzivními druhy rostlin a zarùstáním køovinami.",NA
"CZ0214050",6440,3.5605,0.99,"Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tzn. zapojené a mírnì mezernaté
luèní porosty s pøevaujícími travinami, napøíklad psárkou luèní, lipnicí obecnou (Poa trivialis), medyòkem
vlnatım (Holcus lanatus), metlicí trsnatou (Deschampsia cespitosa) a ostøicemi, zejména ostøicí dvouøadou,
s poèetnım zastoupením širokolistıch bylin typickıch pro vlhké a aluviální louky, napøíklad kostivalem
lékaøskım (Symphytum officinale), krvavcem totenem (Sanguisorba officinalis), èesnekem oøešcem (Allium
scorodoprasum), pcháèem šedım (Cirsium canum), starèkem bludnım (Senecio erraticus), luuchou
lesklou, s poèetnou populací èesneku hranatého a nìkolika druhy mokøadních pampelišek, zejména
pampelišku bavorskou, p. kotvièkatou, p. zavlaovanou a p. chudolaloènatou, bez pøítomnosti invazních
druhù, s minimální prezencí expanzivních druhù.","SDO_5391_2021_0000.pdf","Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tzn. zapojené a mírnì mezernatéluèní porosty s pøevaujícími travinami, napøíklad psárkou luèní, lipnicí obecnou (Poa trivialis), medyòkemvlnatım (Holcus lanatus), metlicí trsnatou (Deschampsia cespitosa) a ostøicemi, zejména ostøicí dvouøadou,s poèetnım zastoupením širokolistıch bylin typickıch pro vlhké a aluviální louky, napøíklad kostivalemlékaøskım (Symphytum officinale), krvavcem totenem (Sanguisorba officinalis), èesnekem oøešcem (Alliumscorodoprasum), pcháèem šedım (Cirsium canum), starèkem bludnım (Senecio erraticus), luuchoulesklou, s poèetnou populací èesneku hranatého a nìkolika druhy mokøadních pampelišek, zejménapampelišku bavorskou, p. kotvièkatou, p. zavlaovanou a p. chudolaloènatou, bez pøítomnosti invazníchdruhù, s minimální prezencí expanzivních druhù.",NA
"CZ0214050",6510,25.6706,7.17,"Cílem je udret rozlohu stanovištì z doby vyhlášení a zlepšit stav stanovištì na úroveò v dobì vyhlášení,
tzn. vhodnımi opatøeními dosáhnout potlaèení tøtiny køovištní a pcháèe osetu (Cirsium arvense), pøípadnì
i trnky obecné. Cílovım stavem jsou zapojené nebo mírnì mezernaté, druhovì bohaté porosty s dominantní
travinami, napøíklad lipnicí luèní (Poa pratensis), kostøavou luèní (Festuca pratensis), sveøepem vzpøímenım
(Bromus erectus), tøeslicí prostøední (Briza media) v nich bude ovsík vyvıšenı (Arrhenatherum elatius)
pouze pøimíšen, s bohatım zastoupením bylin, napøíklad kopretiny bílé (Leucanthemum vulgare agg.), øepíku
lékaøského (Agrimonia eupatoria), chrastavce rolního (Knautia arvensis agg.), hrachoru luèního (Lathyrus
pratensis), kakostu luèního (Geranium pratense) nebo øebøíèku obecného (Achillea millefolium agg.), bez
pøítomnosti invazních druhù, s minimální prezencí expanzivních druhù. V souèasnosti jsou tyto luèní porosty
zejména v okolí ehuòského rybníka silnì poznamenané rytím prasete divokého (Sus scrofa), na
narušenıch plochách následnì také v dùsledku sníení frekvence seèení dochází k šíøení expanzivních
druhù.","SDO_5391_2021_0000.pdf","Cílem je udret rozlohu stanovištì z doby vyhlášení a zlepšit stav stanovištì na úroveò v dobì vyhlášení,tzn. vhodnımi opatøeními dosáhnout potlaèení tøtiny køovištní a pcháèe osetu (Cirsium arvense), pøípadnìi trnky obecné. Cílovım stavem jsou zapojené nebo mírnì mezernaté, druhovì bohaté porosty s dominantnítravinami, napøíklad lipnicí luèní (Poa pratensis), kostøavou luèní (Festuca pratensis), sveøepem vzpøímenım(Bromus erectus), tøeslicí prostøední (Briza media) v nich bude ovsík vyvıšenı (Arrhenatherum elatius)pouze pøimíšen, s bohatım zastoupením bylin, napøíklad kopretiny bílé (Leucanthemum vulgare agg.), øepíkulékaøského (Agrimonia eupatoria), chrastavce rolního (Knautia arvensis agg.), hrachoru luèního (Lathyruspratensis), kakostu luèního (Geranium pratense) nebo øebøíèku obecného (Achillea millefolium agg.), bezpøítomnosti invazních druhù, s minimální prezencí expanzivních druhù. V souèasnosti jsou tyto luèní porostyzejména v okolí ehuòského rybníka silnì poznamenané rytím prasete divokého (Sus scrofa), nanarušenıch plochách následnì také v dùsledku sníení frekvence seèení dochází k šíøení expanzivníchdruhù.",NA
"CZ0214050",7230,8.0795,2.26,"Cílem je udret rozlohu stanovištì z doby vyhlášení a zlepšit stav stanovištì oproti úrovni v dobì vyhlášení,
tzn. vhodnımi opatøeními dosáhnout sníení zastoupení rákosu obecného, tøtiny køovištní, bezkolence
modrého a omezovat zarùstání vrbou popelavou. Cílovım stavem jsou mírnì mezernaté porosty

                                                     7

s dominantní pìchavou slatinnou, s pøímìsí typickıch ostøic, napøíklad ostøice Hostovy, o. Davallovy,
o. blešní (C. pulicaris) a pøítomností typickıch bylin jakımi jsou èertkus luèní nebo kozlík dvoudomı, vèetnì
vzácnıch druhù, napøíklad hadího jazyku obecného, vstavaèe bahenního nebo prstnatce pleového,
s pokryvností mechového patra dosahující alespoò 50%, bez pøítomnosti invazních druhù, s minimální
prezencí expanzivních druhù. Stanovištì je momentálnì degradováno expanzivními druhy rostlin
a zarùstáním vrbou popelavou.","SDO_5391_2021_0000.pdf","Cílem je udret rozlohu stanovištì z doby vyhlášení a zlepšit stav stanovištì oproti úrovni v dobì vyhlášení,tzn. vhodnımi opatøeními dosáhnout sníení zastoupení rákosu obecného, tøtiny køovištní, bezkolencemodrého a omezovat zarùstání vrbou popelavou. Cílovım stavem jsou mírnì mezernaté porosty 7s dominantní pìchavou slatinnou, s pøímìsí typickıch ostøic, napøíklad ostøice Hostovy, o. Davallovy,o. blešní (C. pulicaris) a pøítomností typickıch bylin jakımi jsou èertkus luèní nebo kozlík dvoudomı, vèetnìvzácnıch druhù, napøíklad hadího jazyku obecného, vstavaèe bahenního nebo prstnatce pleového,s pokryvností mechového patra dosahující alespoò 50%, bez pøítomnosti invazních druhù, s minimálníprezencí expanzivních druhù. Stanovištì je momentálnì degradováno expanzivními druhy rostlina zarùstáním vrbou popelavou.",NA
"CZ0214050",91,32.4585,9.06,"Cílem je udret rozlohu stanovištì z doby vyhlášení a zlepšit stav stanovištì oproti úrovni v dobì vyhlášení,
tzn. vhodnımi opatøeními dosáhnout porostù svìtlıch dostateènì vìkovì a prostorovì diferencovanıch
teplomilnıch doubrav s pøevahou dubu zimního, s rùznım podílem dubu pıøitého a s pøímìsí dalších døevin
jako jsou jabloò lesní, javor babyka èí jilm habrolistı, bez pøítomnosti geograficky nepùvodních a stanovištnì
nevhodnıch døevin, s druhovì bohatım keøovım patrem se svídou krvavou, ptaèím zobem obecnım nebo
kalinou obecnou, v bylinném patøe s hojnou kamejka modronachovou a pøítomností vzácnìjších druhù -
tøemdavy bílé, ostøice Micheliovy (Carex michelii), vstavaèe nachového nebo plaménku pøímého,
s pøítomností dostateèného mnoství mrtvého døeva v rùznıch formách, vèetnì oslunìnıch stojících souší,
které budou umoòovat také existenci pestrého spoleèenstva vzácnıch høibovitıch hub a xylofágních druhù
hmyzu. V souèasnosti mají lesní porosty stanovištì v nìkterıch èástech EVL nevhodnou vìkovou
a prostorovou strukturu, vysoké zakmenìní neumoòuje dostateènı rozvoj bylinného patra. Ojedinìle jsou
pøítomny také geograficky nepùvodní nebo stanovištnì nevhodné døeviny.","SDO_5391_2021_0000.pdf","Cílem je udret rozlohu stanovištì z doby vyhlášení a zlepšit stav stanovištì oproti úrovni v dobì vyhlášení,tzn. vhodnımi opatøeními dosáhnout porostù svìtlıch dostateènì vìkovì a prostorovì diferencovanıchteplomilnıch doubrav s pøevahou dubu zimního, s rùznım podílem dubu pıøitého a s pøímìsí dalších døevinjako jsou jabloò lesní, javor babyka èí jilm habrolistı, bez pøítomnosti geograficky nepùvodních a stanovištnìnevhodnıch døevin, s druhovì bohatım keøovım patrem se svídou krvavou, ptaèím zobem obecnım nebokalinou obecnou, v bylinném patøe s hojnou kamejka modronachovou a pøítomností vzácnìjších druhù -tøemdavy bílé, ostøice Micheliovy (Carex michelii), vstavaèe nachového nebo plaménku pøímého,s pøítomností dostateèného mnoství mrtvého døeva v rùznıch formách, vèetnì oslunìnıch stojících souší,které budou umoòovat také existenci pestrého spoleèenstva vzácnıch høibovitıch hub a xylofágních druhùhmyzu. V souèasnosti mají lesní porosty stanovištì v nìkterıch èástech EVL nevhodnou vìkovoua prostorovou strukturu, vysoké zakmenìní neumoòuje dostateènı rozvoj bylinného patra. Ojedinìle jsoupøítomny také geograficky nepùvodní nebo stanovištnì nevhodné døeviny.",NA
